"06483: Gjennomsnittlig månedslønn for ansatte, heltidekvivalenter, etter avtalt arbeidstid, kjønn, sektor, statistikkvariabel og år"

"Månedslønn (kr) 1997";"Månedslønn (kr) 1998";"Månedslønn (kr) 1999";"Månedslønn (kr) 2000";"Månedslønn (kr) 2001";"Månedslønn (kr) 2002";"Månedslønn (kr) 2003";"Månedslønn (kr) 2004";"Månedslønn (kr) 2005";"Månedslønn (kr) 2006";"Månedslønn (kr) 2007";"Månedslønn (kr) 2008";"Månedslønn (kr) 2009";"Månedslønn (kr) 2010";"Månedslønn (kr) 2011";"Månedslønn (kr) 2012";"Månedslønn (kr) 2013";"Månedslønn (kr) 2014";"Månedslønn (kr) 2015";"Månedslønn (kr) 2016";"Månedslønn (kr) 2017";"Månedslønn (kr) 2018";"Månedslønn (kr) 2019";"Månedslønn (kr) 2020";"Månedslønn (kr) 2021";"Månedslønn (kr) 2022"
"Gjennomsnitt";"Sum alle sektorer";20126;21620;22515;23614;24699;26357;27261;28242;29159;30539;32263;34228;35300;36700;38100;39600;41000;42300;43400;43640;44660;46010;47720;48750;50790;53150
