1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
20126;21620;22515;23614;24699;26357;27261;28242;29159;30539;32263;34228;35300;36700;38100;39600;41000;42300;43400;43640;44660;46010;47720;48750;50790;53150
